https://www.CryptoDataDownload.com
Unix,Date,Symbol,Open,High,Low,Close,Volume FXS,Volume BTC,tradecount
1704412800000,2024-01-05,FXSBTC,0.0001948,0.00019608,0.00018218,0.00018899,13043.7,2.4724232,1250
1704326400000,2024-01-04,FXSBTC,0.0001966,0.00021209,0.00019212,0.00019503,23803.3,4.82655047,2565
1704240000000,2024-01-03,FXSBTC,0.00020353,0.00020977,0.00017725,0.00019666,24360.4,4.88172367,3294
1704153600000,2024-01-02,FXSBTC,0.00020433,0.00021097,0.00020044,0.00020305,12178.7,2.50264994,1541
1704067200000,2024-01-01,FXSBTC,0.00020226,0.00020902,0.00020057,0.00020453,5462.8,1.11916333,781
1703980800000,2023-12-31,FXSBTC,0.00021096,0.0002124,0.00020123,0.00020341,18433.3,3.84324762,4696
1703894400000,2023-12-30,FXSBTC,0.0002154,0.00022044,0.00020925,0.000211,6549.5,1.40832799,2838
1703808000000,2023-12-29,FXSBTC,0.00021424,0.00022064,0.0002094,0.00021602,18970.2,4.03031896,3713
1703721600000,2023-12-28,FXSBTC,0.00021349,0.00022606,0.00020739,0.00021381,20938.1,4.52680063,3523
1703635200000,2023-12-27,FXSBTC,0.00020234,0.00022124,0.00019618,0.00021414,26299.3,5.4467539,2585
1703548800000,2023-12-26,FXSBTC,0.00019362,0.00020464,0.00019295,0.00020106,17066.8,3.40467376,3995
1703462400000,2023-12-25,FXSBTC,0.00019943,0.00020475,0.00019328,0.00019328,12819.0,2.55259414,1094
1703376000000,2023-12-24,FXSBTC,0.0002019,0.00020411,0.00019772,0.00019966,13302.2,2.67573105,1111
1703289600000,2023-12-23,FXSBTC,0.0002073,0.00020844,0.00019701,0.00020131,9279.6,1.87088834,941
1703203200000,2023-12-22,FXSBTC,0.00019553,0.00021243,0.00019185,0.0002073,20462.0,4.1443627,1718
1703116800000,2023-12-21,FXSBTC,0.0001892,0.00019661,0.00018691,0.00019581,15938.3,3.06035602,1170
1703030400000,2023-12-20,FXSBTC,0.00019295,0.0002011,0.00018622,0.00018864,29458.9,5.64488131,1568
1702944000000,2023-12-19,FXSBTC,0.00019996,0.00020264,0.00019199,0.000192,15814.0,3.11516548,1064
1702857600000,2023-12-18,FXSBTC,0.00020642,0.00020678,0.00019693,0.00020049,18256.8,3.66655808,1135
1702771200000,2023-12-17,FXSBTC,0.00020898,0.00021231,0.0002056,0.0002056,35721.2,7.44283921,2376
1702684800000,2023-12-16,FXSBTC,0.00020498,0.00021246,0.00020338,0.00020897,21806.6,4.54069343,2414
1702598400000,2023-12-15,FXSBTC,0.00021419,0.0002149,0.000204,0.0002051,13488.4,2.80999506,3144
1702512000000,2023-12-14,FXSBTC,0.00020837,0.00021996,0.00020782,0.00021397,12902.8,2.77358696,2738
1702425600000,2023-12-13,FXSBTC,0.00021195,0.00021302,0.00020252,0.00020832,15340.3,3.15922717,1325
1702339200000,2023-12-12,FXSBTC,0.00021249,0.00021524,0.00020629,0.00021181,15537.6,3.26150542,1508
1702252800000,2023-12-11,FXSBTC,0.00020818,0.000226,0.00020487,0.000212,32809.8,6.97711603,5116
1702166400000,2023-12-10,FXSBTC,0.00020387,0.00021517,0.00020387,0.00020815,4163.2,0.86752002,1969
1702080000000,2023-12-09,FXSBTC,0.00020138,0.00021189,0.00020039,0.00020387,12509.7,2.58608761,1479
1701993600000,2023-12-08,FXSBTC,0.00020815,0.00021098,0.0001989,0.00020138,10446.3,2.12727442,828
1701907200000,2023-12-07,FXSBTC,0.00018892,0.0002134,0.00018799,0.00020775,18099.8,3.62488965,2061
1701820800000,2023-12-06,FXSBTC,0.00019693,0.0002035,0.00018419,0.00018742,17129.7,3.29105689,2219
1701734400000,2023-12-05,FXSBTC,0.00020782,0.00020982,0.00019662,0.00019723,10690.5,2.17966967,1760
1701648000000,2023-12-04,FXSBTC,0.00020907,0.00021996,0.0001989,0.00020741,43594.9,9.15152417,4289
1701561600000,2023-12-03,FXSBTC,0.00020143,0.00020989,0.00019571,0.00020882,15100.0,3.02078823,1333
1701475200000,2023-12-02,FXSBTC,0.00020024,0.00020478,0.00019681,0.00020069,11862.8,2.38034363,1604
1701388800000,2023-12-01,FXSBTC,0.00019007,0.00021,0.00018991,0.00020016,20157.0,4.0149345,2273
1701302400000,2023-11-30,FXSBTC,0.00018814,0.00019161,0.00018611,0.00018844,3025.7,0.57364466,362
1701216000000,2023-11-29,FXSBTC,0.00018554,0.00019071,0.00018336,0.00018695,10432.8,1.94615043,836
1701129600000,2023-11-28,FXSBTC,0.00019549,0.00019635,0.00018358,0.0001857,15205.5,2.90817257,2218
1701043200000,2023-11-27,FXSBTC,0.00019401,0.00020016,0.00018988,0.0001951,7485.2,1.4592868,904
1700956800000,2023-11-26,FXSBTC,0.00019592,0.00019688,0.00018988,0.00019435,5377.8,1.04283009,478
1700870400000,2023-11-25,FXSBTC,0.00019696,0.0001991,0.0001944,0.00019613,4994.7,0.98266717,458
1700784000000,2023-11-24,FXSBTC,0.00019287,0.00020012,0.00019008,0.00019755,9321.9,1.8136087,861
1700697600000,2023-11-23,FXSBTC,0.00019373,0.00019546,0.00018855,0.00019232,2638.6,0.50874723,451
1700611200000,2023-11-22,FXSBTC,0.00018391,0.00019845,0.00018066,0.00019412,10700.6,2.03081361,1220
1700524800000,2023-11-21,FXSBTC,0.00019371,0.00019699,0.00017621,0.00018297,24699.9,4.52900414,2347
1700438400000,2023-11-20,FXSBTC,0.00019462,0.00020602,0.00019324,0.00019324,6847.9,1.36227209,1116
1700352000000,2023-11-19,FXSBTC,0.00019499,0.0002,0.00019158,0.00019535,6973.0,1.36539799,2086
1700265600000,2023-11-18,FXSBTC,0.00019823,0.00019823,0.00018912,0.00019554,5937.6,1.14810325,805
1700179200000,2023-11-17,FXSBTC,0.00020836,0.00021048,0.00019213,0.00019793,11357.1,2.26158714,1356
1700092800000,2023-11-16,FXSBTC,0.00021053,0.00021561,0.00020392,0.00020815,7328.9,1.53621871,997
1700006400000,2023-11-15,FXSBTC,0.00021044,0.00022456,0.00020933,0.00020976,17256.1,3.74020197,2235
1699920000000,2023-11-14,FXSBTC,0.00019908,0.0002123,0.00019407,0.00021033,26741.0,5.4380689,5029
1699833600000,2023-11-13,FXSBTC,0.0001829,0.00021884,0.00017995,0.00019831,35474.6,7.00730228,5146
1699747200000,2023-11-12,FXSBTC,0.00018252,0.00018732,0.00017671,0.00018407,10639.7,1.96062383,2380
1699660800000,2023-11-11,FXSBTC,0.00018779,0.00019145,0.00018011,0.00018248,14140.4,2.6173833,2448
1699574400000,2023-11-10,FXSBTC,0.00017875,0.0002,0.00017847,0.0001884,24542.0,4.65868748,3957
1699488000000,2023-11-09,FXSBTC,0.0001775,0.00018213,0.00013198,0.00017952,28432.6,4.87345563,5153
1699401600000,2023-11-08,FXSBTC,0.00017474,0.00018107,0.00017474,0.00017699,14839.7,2.63389374,2177
1699315200000,2023-11-07,FXSBTC,0.00018971,0.00018971,0.00017504,0.00017504,13165.6,2.37798101,2920
1699228800000,2023-11-06,FXSBTC,0.00018473,0.00019393,0.0001816,0.00019027,12567.7,2.35227665,676
1699142400000,2023-11-05,FXSBTC,0.00018752,0.00019021,0.00018226,0.00018379,5448.1,1.01162821,612
1699056000000,2023-11-04,FXSBTC,0.0001783,0.00019009,0.00017748,0.00018748,12506.8,2.28183665,1502
1698969600000,2023-11-03,FXSBTC,0.00017847,0.00018206,0.00017321,0.00017874,4971.0,0.88719099,597
1698883200000,2023-11-02,FXSBTC,0.00017005,0.00018156,0.00016957,0.00017976,10663.1,1.8882738,1261
1698796800000,2023-11-01,FXSBTC,0.00016764,0.00017398,0.00016427,0.00017149,10441.8,1.7755785,1239
1698710400000,2023-10-31,FXSBTC,0.00017424,0.00017803,0.00016432,0.00016714,10734.7,1.87224145,660
1698624000000,2023-10-30,FXSBTC,0.00017707,0.00017961,0.00017188,0.00017439,5770.5,1.01471554,675
1698537600000,2023-10-29,FXSBTC,0.00017803,0.0001793,0.0001743,0.00017708,2341.3,0.41465843,312
1698451200000,2023-10-28,FXSBTC,0.00017288,0.0001808,0.00017288,0.00017831,3223.1,0.5727282,431
1698364800000,2023-10-27,FXSBTC,0.00017408,0.00017408,0.00016951,0.0001734,3268.6,0.56215049,285
1698278400000,2023-10-26,FXSBTC,0.00017349,0.00017916,0.00016979,0.00017438,9607.7,1.68078556,615
1698192000000,2023-10-25,FXSBTC,0.00016854,0.00017479,0.00016586,0.00017254,18166.2,3.11731829,916
1698105600000,2023-10-24,FXSBTC,0.00017376,0.00017376,0.00016436,0.00016955,13827.3,2.33618472,1092
1698019200000,2023-10-23,FXSBTC,0.00017867,0.00018736,0.00016461,0.00017264,14064.4,2.49875411,1361
1697932800000,2023-10-22,FXSBTC,0.00018071,0.00018349,0.00017729,0.00017875,3205.0,0.57451111,267
1697846400000,2023-10-21,FXSBTC,0.00017762,0.000184,0.0001776,0.00018071,1191.7,0.21560387,159
1697760000000,2023-10-20,FXSBTC,0.00018217,0.00018452,0.00017709,0.00017789,3391.4,0.60938114,242
1697673600000,2023-10-19,FXSBTC,0.0001886,0.00019187,0.00018186,0.00018217,2259.9,0.42251418,270
1697587200000,2023-10-18,FXSBTC,0.00019245,0.0001929,0.00018757,0.00018835,2605.8,0.49672678,157
1697500800000,2023-10-17,FXSBTC,0.00020091,0.00020191,0.0001924,0.00019243,3279.2,0.6472855,368
1697414400000,2023-10-16,FXSBTC,0.00021642,0.00021736,0.00019521,0.00020156,7201.6,1.4740354,781
1697328000000,2023-10-15,FXSBTC,0.00021663,0.00021803,0.00021279,0.00021672,1947.3,0.42000621,307
1697241600000,2023-10-14,FXSBTC,0.00021117,0.00021593,0.00020898,0.00021563,1560.2,0.33079901,232
1697155200000,2023-10-13,FXSBTC,0.0002118,0.00021381,0.00020117,0.00021078,3734.2,0.77184472,701
1697068800000,2023-10-12,FXSBTC,0.00019766,0.00022755,0.00019659,0.0002118,12919.9,2.72202606,1201
1696982400000,2023-10-11,FXSBTC,0.00019191,0.00020383,0.0001911,0.00019766,4899.7,0.96634215,483
1696896000000,2023-10-10,FXSBTC,0.00018869,0.00019385,0.00018686,0.00019191,2736.3,0.52031984,320
1696809600000,2023-10-09,FXSBTC,0.00019364,0.00019563,0.00018756,0.00018857,5920.4,1.13864343,371
1696723200000,2023-10-08,FXSBTC,0.00019761,0.00019761,0.00019305,0.00019402,832.4,0.16250538,138
1696636800000,2023-10-07,FXSBTC,0.0001945,0.0001991,0.00019424,0.00019741,1462.3,0.28737927,134
1696550400000,2023-10-06,FXSBTC,0.00019006,0.00019585,0.00018913,0.00019442,3495.9,0.67471402,368
1696464000000,2023-10-05,FXSBTC,0.00020116,0.00020483,0.00018988,0.00019022,6854.8,1.33403903,579
1696377600000,2023-10-04,FXSBTC,0.0002014,0.00020815,0.00019693,0.00020156,6307.9,1.2800433,660
1696291200000,2023-10-03,FXSBTC,0.00019619,0.00020788,0.00019525,0.00020201,4505.9,0.90060192,466
1696204800000,2023-10-02,FXSBTC,0.00021183,0.00021331,0.00019037,0.00019646,7810.0,1.55521036,664
1696118400000,2023-10-01,FXSBTC,0.00020513,0.00021751,0.00020343,0.00021069,3881.7,0.80955642,514
1696032000000,2023-09-30,FXSBTC,0.00021313,0.00022117,0.00020406,0.00020549,3662.8,0.77286942,565
1695945600000,2023-09-29,FXSBTC,0.00022043,0.00022717,0.00021148,0.0002135,3497.7,0.77033065,612
1695859200000,2023-09-28,FXSBTC,0.00021942,0.000226,0.00021743,0.00022078,2856.5,0.63511454,300
1695772800000,2023-09-27,FXSBTC,0.00022473,0.00022578,0.00021814,0.00021873,2544.0,0.56412324,305
1695686400000,2023-09-26,FXSBTC,0.00021448,0.000227,0.00021448,0.00022507,5189.1,1.15586014,393
1695600000000,2023-09-25,FXSBTC,0.00020363,0.00021999,0.00020363,0.00021448,3395.7,0.72497126,324
1695513600000,2023-09-24,FXSBTC,0.00020382,0.00020844,0.0002014,0.00020347,1178.2,0.24068109,125
1695427200000,2023-09-23,FXSBTC,0.00020573,0.0002075,0.00020249,0.00020282,805.2,0.16422887,99
1695340800000,2023-09-22,FXSBTC,0.00020121,0.00020573,0.00019987,0.00020488,616.0,0.12447989,271
1695254400000,2023-09-21,FXSBTC,0.000194,0.0002029,0.000194,0.00020119,2733.8,0.54351752,526
1695168000000,2023-09-20,FXSBTC,0.00019563,0.00019729,0.00018896,0.00019326,1786.5,0.34573881,382
1695081600000,2023-09-19,FXSBTC,0.00019867,0.00020375,0.00019431,0.00019552,4262.0,0.8483922,371
1694995200000,2023-09-18,FXSBTC,0.00019722,0.00020004,0.0001955,0.00019868,1500.7,0.29678063,376
1694908800000,2023-09-17,FXSBTC,0.00020247,0.00020247,0.00019524,0.00019656,656.3,0.12962838,215
1694822400000,2023-09-16,FXSBTC,0.0002014,0.00020718,0.0002014,0.00020275,2838.1,0.5781629,419
1694736000000,2023-09-15,FXSBTC,0.00020199,0.00020413,0.00019894,0.0002014,2301.7,0.46426253,224
1694649600000,2023-09-14,FXSBTC,0.00020284,0.00020456,0.00019991,0.00020115,1287.1,0.26026534,267
1694563200000,2023-09-13,FXSBTC,0.00019797,0.00020503,0.00019535,0.00020264,2529.6,0.50828152,550
1694476800000,2023-09-12,FXSBTC,0.00020016,0.0002028,0.0001935,0.00019747,5383.5,1.06508319,631
1694390400000,2023-09-11,FXSBTC,0.00019633,0.00020093,0.0001939,0.0001998,3778.2,0.74174655,1053
1694304000000,2023-09-10,FXSBTC,0.00020814,0.00020814,0.00019585,0.00019623,2555.8,0.51172671,440
1694217600000,2023-09-09,FXSBTC,0.00020988,0.00021284,0.00020849,0.00020849,3730.2,0.78621501,267
1694131200000,2023-09-08,FXSBTC,0.000214,0.00021619,0.00020867,0.00020867,3888.9,0.82357848,333
1694044800000,2023-09-07,FXSBTC,0.0002159,0.00021836,0.00021126,0.00021381,1462.3,0.31504703,208
1693958400000,2023-09-06,FXSBTC,0.00021235,0.0002174,0.00021181,0.00021704,1750.2,0.37481281,133
1693872000000,2023-09-05,FXSBTC,0.00021514,0.00021714,0.00021145,0.00021157,1435.3,0.30839523,120
1693785600000,2023-09-04,FXSBTC,0.0002092,0.00021676,0.00020893,0.00021489,3072.0,0.6566027,290
1693699200000,2023-09-03,FXSBTC,0.00021957,0.00022015,0.00020599,0.00020884,939.3,0.20154074,129
1693612800000,2023-09-02,FXSBTC,0.00021814,0.00022187,0.0002171,0.00021895,1560.0,0.34121553,184
1693526400000,2023-09-01,FXSBTC,0.00021615,0.00021993,0.000215,0.00021841,3458.5,0.74989562,205
1693440000000,2023-08-31,FXSBTC,0.00021234,0.00021627,0.00021,0.00021586,2844.8,0.60607537,275
1693353600000,2023-08-30,FXSBTC,0.0002135,0.0002162,0.00021131,0.00021347,2990.6,0.64100664,186
1693267200000,2023-08-29,FXSBTC,0.00022804,0.00022924,0.00021023,0.00021318,6636.9,1.43925077,590
1693180800000,2023-08-28,FXSBTC,0.00022787,0.00022992,0.00022456,0.00022849,5329.1,1.21402196,294
1693094400000,2023-08-27,FXSBTC,0.00022445,0.00022787,0.00022089,0.00022787,1552.9,0.34745179,250
1693008000000,2023-08-26,FXSBTC,0.00022273,0.00022518,0.00021856,0.00022486,2937.9,0.65314411,371
1692921600000,2023-08-25,FXSBTC,0.00023012,0.00023244,0.000223,0.00022326,3800.5,0.86223677,480
1692835200000,2023-08-24,FXSBTC,0.00022847,0.00023466,0.00022562,0.00022992,7530.4,1.73859143,643
1692748800000,2023-08-23,FXSBTC,0.00021835,0.00022892,0.00021651,0.00022877,6732.5,1.49635549,757
1692662400000,2023-08-22,FXSBTC,0.00023376,0.00023565,0.00021472,0.00021882,4260.0,0.94605852,584
1692576000000,2023-08-21,FXSBTC,0.00023072,0.00023851,0.00023072,0.00023386,4498.2,1.06066033,330
1692489600000,2023-08-20,FXSBTC,0.00024579,0.00024719,0.00023097,0.0002312,3648.1,0.87416496,395
1692403200000,2023-08-19,FXSBTC,0.0002321,0.00024579,0.0002321,0.00024443,8349.9,2.00990059,667
1692316800000,2023-08-18,FXSBTC,0.00021835,0.00023231,0.00021691,0.00023194,3048.2,0.68562219,599
1692230400000,2023-08-17,FXSBTC,0.00022363,0.0002308,0.00020377,0.00021789,17780.8,3.92060844,1880
1692144000000,2023-08-16,FXSBTC,0.00022493,0.00022731,0.00021701,0.00022392,8670.1,1.95249409,1058
1692057600000,2023-08-15,FXSBTC,0.00023016,0.00023917,0.00022198,0.0002254,9627.3,2.22980743,1822
1691971200000,2023-08-14,FXSBTC,0.00022291,0.000233,0.00022199,0.00022966,9697.6,2.22771729,768
1691884800000,2023-08-13,FXSBTC,0.00021836,0.00022404,0.00021639,0.00022221,1944.7,0.42830888,317
1691798400000,2023-08-12,FXSBTC,0.00021768,0.00022424,0.0002175,0.00021898,2861.8,0.63326387,518
1691712000000,2023-08-11,FXSBTC,0.00020608,0.00021806,0.00020608,0.00021713,2406.6,0.5111471,1956
1691625600000,2023-08-10,FXSBTC,0.00020853,0.00021075,0.00020523,0.00020565,2355.6,0.4885929,503
1691539200000,2023-08-09,FXSBTC,0.00020776,0.00021528,0.00020625,0.00020865,6410.7,1.35133024,1825
1691452800000,2023-08-08,FXSBTC,0.00021631,0.00021713,0.00020721,0.00020747,4388.5,0.93216646,2206
1691366400000,2023-08-07,FXSBTC,0.00022375,0.00022873,0.00021565,0.00021664,4471.8,0.98132341,1506
1691280000000,2023-08-06,FXSBTC,0.00022028,0.00023253,0.00021855,0.00022338,4119.0,0.933041,904
1691193600000,2023-08-05,FXSBTC,0.00021768,0.00022937,0.00021334,0.00021961,12286.2,2.70782819,1388
1691107200000,2023-08-04,FXSBTC,0.00020368,0.00022092,0.00020082,0.00021729,13045.2,2.80627675,1558
1691020800000,2023-08-03,FXSBTC,0.00020407,0.0002099,0.00020225,0.00020379,5963.6,1.22266506,1401
1690934400000,2023-08-02,FXSBTC,0.00020714,0.00020884,0.00019119,0.00020406,32548.0,6.41432729,2262
1690848000000,2023-08-01,FXSBTC,0.00018995,0.00021406,0.00017774,0.00020637,55172.3,10.77534908,4086
1690761600000,2023-07-31,FXSBTC,0.00020956,0.00020994,0.000188,0.00019099,15125.9,2.93188195,2562
1690675200000,2023-07-30,FXSBTC,0.00022387,0.00022387,0.00020924,0.00021006,10868.3,2.35416809,655
1690588800000,2023-07-29,FXSBTC,0.00021765,0.00022548,0.000217,0.00022457,3865.9,0.85080445,398
1690502400000,2023-07-28,FXSBTC,0.00020993,0.0002193,0.00020988,0.00021765,3878.7,0.83973243,406
1690416000000,2023-07-27,FXSBTC,0.00020532,0.00021217,0.00020532,0.00021151,4710.1,0.98706158,1045
1690329600000,2023-07-26,FXSBTC,0.00020019,0.00020646,0.00019968,0.00020503,2235.9,0.45548915,216
1690243200000,2023-07-25,FXSBTC,0.00020489,0.00020621,0.00019998,0.00020091,1404.8,0.28500631,327
1690156800000,2023-07-24,FXSBTC,0.0002004,0.0002049,0.00019934,0.0002043,3115.3,0.62804576,382
1690070400000,2023-07-23,FXSBTC,0.00020072,0.00020594,0.00020072,0.00020099,1287.8,0.2612791,202
1689984000000,2023-07-22,FXSBTC,0.0002014,0.00020503,0.0002006,0.0002006,1277.7,0.2591419,279
1689897600000,2023-07-21,FXSBTC,0.00019503,0.00020261,0.00019343,0.00020091,2279.6,0.45505032,282
1689811200000,2023-07-20,FXSBTC,0.00019831,0.000201,0.0001948,0.00019494,3380.7,0.66663844,329
1689724800000,2023-07-19,FXSBTC,0.00020758,0.00020848,0.00019778,0.00019878,3938.7,0.80002071,274
1689638400000,2023-07-18,FXSBTC,0.00021172,0.00021201,0.00020523,0.00020766,1841.1,0.38321388,174
1689552000000,2023-07-17,FXSBTC,0.00021012,0.00021682,0.00020847,0.0002119,6768.6,1.45212407,528
1689465600000,2023-07-16,FXSBTC,0.00021219,0.00021409,0.00020837,0.00021023,3018.0,0.63874341,262
1689379200000,2023-07-15,FXSBTC,0.00021661,0.00022035,0.0002087,0.00021232,4980.3,1.06778182,580
1689292800000,2023-07-14,FXSBTC,0.00021271,0.00022061,0.00021206,0.00021725,11259.1,2.42976243,1261
1689206400000,2023-07-13,FXSBTC,0.00020616,0.00021492,0.00020402,0.00021267,6386.7,1.33131065,2561
1689120000000,2023-07-12,FXSBTC,0.00020529,0.00020854,0.00020131,0.00020616,10350.5,2.12998274,2919
1689033600000,2023-07-11,FXSBTC,0.00020519,0.00020884,0.00020189,0.00020484,2992.4,0.61324373,2911
1688947200000,2023-07-10,FXSBTC,0.00020894,0.00021497,0.00020523,0.00020523,3458.8,0.72626283,776
1688860800000,2023-07-09,FXSBTC,0.00020938,0.00021026,0.00020427,0.00020986,2222.5,0.461827,439
1688774400000,2023-07-08,FXSBTC,0.00020884,0.00021119,0.00020607,0.00021037,3048.3,0.63358061,895
1688688000000,2023-07-07,FXSBTC,0.00021097,0.00021423,0.00020553,0.00020884,4654.7,0.97809569,845
1688601600000,2023-07-06,FXSBTC,0.00020506,0.00022549,0.00020402,0.00021101,37365.9,8.09868971,1601
1688515200000,2023-07-05,FXSBTC,0.00021159,0.0002157,0.00020308,0.00020523,4969.9,1.03304067,462
1688428800000,2023-07-04,FXSBTC,0.00020616,0.00021381,0.00020351,0.00021096,4407.4,0.92567475,442
1688342400000,2023-07-03,FXSBTC,0.00019092,0.00021428,0.0001905,0.00020611,9403.6,1.9318521,1048
1688256000000,2023-07-02,FXSBTC,0.00019443,0.00019561,0.00018933,0.00019041,2199.3,0.42236727,339
1688169600000,2023-07-01,FXSBTC,0.00019185,0.00019529,0.00019041,0.00019346,3082.5,0.59242855,199
1688083200000,2023-06-30,FXSBTC,0.00017982,0.00019471,0.00017812,0.00019129,8724.3,1.61396547,502
1687996800000,2023-06-29,FXSBTC,0.00018124,0.00018371,0.00017841,0.000181,2627.9,0.47533139,249
1687910400000,2023-06-28,FXSBTC,0.00018325,0.0001906,0.0001789,0.00018125,6000.3,1.09912896,458
1687824000000,2023-06-27,FXSBTC,0.00019412,0.00019684,0.00018281,0.00018444,4844.8,0.9198999,359
1687737600000,2023-06-26,FXSBTC,0.00019325,0.00020215,0.00019057,0.00019512,9564.8,1.87548598,825
1687651200000,2023-06-25,FXSBTC,0.00018753,0.00019563,0.00018647,0.00019417,4240.4,0.81700847,582
1687564800000,2023-06-24,FXSBTC,0.0001892,0.00019041,0.00018082,0.00018739,8929.9,1.67382883,441
1687478400000,2023-06-23,FXSBTC,0.00019693,0.000197,0.00018805,0.00018963,4682.6,0.89805146,522
1687392000000,2023-06-22,FXSBTC,0.00020181,0.00020708,0.00019561,0.00019814,8347.4,1.68468064,838
1687305600000,2023-06-21,FXSBTC,0.00020941,0.00021436,0.00020094,0.00020155,10492.8,2.18038014,593
1687219200000,2023-06-20,FXSBTC,0.00020888,0.00021428,0.0002064,0.0002084,12836.0,2.70243993,560
1687132800000,2023-06-19,FXSBTC,0.00020603,0.00021231,0.0001999,0.00020814,40364.7,8.30800382,1168
1687046400000,2023-06-18,FXSBTC,0.00020962,0.00021381,0.00020223,0.00020449,10533.7,2.16595158,587
